,Returns,Volatility,Sharpe Ratio,169 Weight,161 Weight,162 Weight,13 Weight,143 Weight,601 Weight,603 Weight,701 Weight,712 Weight,702 Weight,SPY Weight,QQQ Weight,XLK Weight,SHV Weight,SHY Weight,IEI Weight,LQD Weight,GLD Weight
0,4.4258252333637405,4.757201300138133,0.9303422231124064,0.059512823013150425,0.06576709788662433,0.0032815377693137075,0.019767167111313058,0.07897536038813316,0.09610319186571911,0.03537659730748972,0.10298524085946635,0.08315496951007638,0.021889685135659025,0.0638724558319695,0.04058176287280137,0.020962353085847825,0.09053737966087795,0.11126797991933839,0.02677780615638487,0.009630112369696612,0.06955647925613827
1,6.049519146891556,6.132634759850573,0.9864469977075495,0.07492152433473,0.02839017796069743,0.07043169397112568,0.05322332791697581,0.004982951359031146,0.014169377313778493,0.019215396075145632,0.10219005893138476,0.05351088168986281,0.05948453373961259,0.07552031677323219,0.05569959605315076,0.0938484721676842,0.08303321075229576,0.04141771159909551,0.03671338573127437,0.09793098114559397,0.03531640248532875
2,5.028261041317824,5.2442671655497906,0.9588109992467707,0.07168452688605875,0.015008959664089936,0.06232669153158347,0.017199344776758347,0.0065812096139579385,0.022217635306898843,0.055129815331826766,0.10936869927502799,0.1183013702933829,0.0595912759247806,0.05746667170451939,0.0794216944897024,0.040454041835335325,0.014653086635186129,0.006368425512338775,0.07946775834500942,0.101228062323706,0.08353073054983695
3,4.712287700691594,4.99215702980538,0.9439381959656231,0.009892699723602351,0.074990547777198,0.07790888035594627,0.04667541668064464,0.0016352504381546124,0.10401317945171776,0.04753939210560453,0.06813013062143339,0.0877506859017888,0.08339620209587424,0.08577797911239053,0.042293037596704455,0.05092978516035511,0.02961392290259297,0.11965018715183735,0.03563647595005787,0.018192823616823027,0.015973403357274124
4,5.357527274636603,5.7952734628489875,0.9244649642474013,0.087017031627743,0.03239295643016169,0.0676155575349014,0.084236474959223,0.06461253113613448,0.03581232064730792,0.08685141766740673,0.06788504711683815,0.021980117792865878,0.07593017864985152,0.07010846886006325,0.03638175081074253,0.018452038226516355,0.06568257236573674,0.07791515237525365,0.03397947368432901,0.04027802461290194,0.03286888550202285
5,5.552136456436204,5.553617338748365,0.999733348154575,0.0641743689412456,0.02456739762743623,0.0839884878532794,0.05349802904531849,0.033198637585118804,0.07869704303519703,0.022722024557840604,0.07203398671844459,0.0042004831664110166,0.08168816289653545,0.025513322995641265,0.05361857474015908,0.08405295507205063,0.09161487639464926,0.005743198793611012,0.08569764198849723,0.047733258508299514,0.0872575500802647
6,4.344470852534397,4.71394257310392,0.9216215058118025,0.0531967280319468,0.025693427897158668,0.06295059926969851,0.04503183110946658,0.061374306228706814,0.04972490898519519,0.021629663850348004,0.0714399904488493,0.07777829681941062,0.08526376595603498,0.02943441420891823,0.059260224905315004,0.008267548975572369,0.031044525522854683,0.07931875021429882,0.08485377488327761,0.08663381688503793,0.06710342580790976
7,4.871046575241109,4.994536117234951,0.9752750727804913,0.1044259334849197,0.04642312017393404,0.01853871461829972,0.020987678407996067,0.025511489179624217,0.0001355157228966541,0.025854704876445898,0.10613819035760216,0.08419630050035017,0.10459884295123373,0.06880300501080308,0.05180701839175885,0.03573879503808647,0.04343460796928124,0.07328508285241012,0.09195036910420733,0.01488107725132107,0.08328955410882938
8,5.6829130332893865,5.936178114711663,0.9573353298152208,0.0006600204450171928,0.07897033488200561,0.05498620465821832,0.02435217807795646,0.07659970696086532,0.0021593132868075256,0.10177434023377198,0.0637851724772395,0.0450204886070514,0.051672938636957114,0.0321744473890995,0.05418019759759916,0.1192639739617643,0.09127632012377929,0.06322446797602096,0.05611906646513143,0.00818717542379373,0.07559365279692125
9,5.157321215293402,5.376256598864313,0.9592773559920559,0.07779136240654116,0.04872486915977855,0.07402491067172709,0.07919148104029917,0.016194001707776885,0.06583283802678336,0.09325348461534404,0.001256199238092946,0.08647132823311557,0.10307296949842776,0.01137005619825671,0.0483911298332619,0.04732362874786651,0.06709766810076533,0.039907756309052946,0.04273503513217966,0.033356778427774375,0.06400450265295607
10,4.179250143219183,4.967095225613029,0.8413871595754213,0.019561907200894183,0.10241132420048625,0.09310209317641646,0.012652088039882221,0.07305096570753053,0.09569561676097706,0.06395161073146513,0.052019214546583634,0.08396114382604494,0.018739411313835833,0.036206407675128574,0.02704993143992399,0.024630772011422518,0.08056996118806291,0.09987133210475185,0.050580874507712474,0.003265034398576922,0.0626803111703046
11,4.7397018476539845,5.142828220170514,0.9216138756228642,0.03846659583496886,0.05758354133366459,0.002712294378775966,0.03559544006137276,0.09795102102527614,0.046368819986850426,0.06577866126784188,0.07894469976215378,0.09866995663784849,0.09520479821457203,0.08772442756958711,0.032743788147217956,0.034931593994847,0.09433563487425273,0.06519077572287796,0.02834171099965051,0.0014330440170751309,0.03802319617116661
12,5.621645499496119,5.94751467684129,0.9452091848358012,0.022573084282506064,0.10036179438559037,0.02801075670151076,0.07545728167028834,0.08257728824112094,0.10842124946275551,0.08558455318972642,0.03933891944073735,0.03629235749781693,0.08077063143218602,0.035018806068895986,0.04129386906028837,0.07535072343052825,0.04313146132498288,0.012970718318492037,0.06205737829563647,0.019857444644799587,0.050931682552137654
13,6.231905560630315,6.472301956373437,0.962857666814139,0.09339912952027195,0.044203576682807215,0.06295853041963466,0.028455897806069576,0.06059630231388792,0.06823081426569909,0.08168611481532861,0.031121616707717743,0.027962900430108475,0.02960715993156512,0.04456818671970044,0.05868447427336108,0.08810102688804543,0.09940016774557553,0.037225844209871975,0.010018375232009486,0.0818028606686836,0.05197702136966199
14,5.6680489752209215,6.186021975066978,0.9162671904604013,0.07981527620981439,0.029433484297599996,0.0808232446381837,0.0031852420806302373,0.09367745615790436,0.09120838599203747,0.0916936066966018,0.004158722829910463,0.08688472461321418,0.06196290487315846,0.04588257237001621,0.03090790529512786,0.08641333133983835,0.008256926512938037,0.0806863681591227,0.02544073020392421,0.04902970099170393,0.05053941673827366
15,4.9624960073678555,5.555947777128835,0.8931862224832395,0.09287470769715923,0.0032570489205865365,0.09554760642149795,0.010651077860426366,0.09227891976449083,0.09733141920355665,0.08222176791139851,0.0037540189650342626,0.038000587271928774,0.06675131836732091,0.014533164789536875,0.08793097670191936,0.00011140633840896538,0.07420214701544041,0.06028153564013469,0.02274355229603939,0.06588768825691842,0.09164105657820183
16,5.51377001141884,5.951434304751362,0.9264607032655792,0.08479606186648973,0.07677471109608036,0.08123689971287237,0.05535611651333358,0.04728562296393851,0.012185453674291628,0.00322137082070053,0.05297968125334251,0.07431208838198806,0.03860691494983777,0.06572900706946146,0.08237810975564033,0.004763478593125693,0.07658236229542627,0.10034017609781788,0.09154990734770749,0.007922104836891972,0.043979932771053956
17,5.40434428164382,5.708692820293954,0.9466868251225223,0.04821417738185249,0.07054700372028613,0.07597459269299435,0.08293504297128375,0.032854044900528866,0.04790450348926466,0.07466098691008935,0.06817832031489708,0.03037825810710274,0.06311652272991075,0.08001680099026619,0.005456000748251139,0.05940098887892942,0.03113248583356292,0.02856768976820966,0.0815424598990817,0.03083766861517629,0.08828245204831245
